Facility,Item Type Name,Item SkuCode,EAN,UPC,ISBN,Color,Size,Brand,Category Name,MRP,Open Sale,Inventory,Inventory Blocked,Bad Inventory,Putaway Pending,Pending Inventory Assessment,Return Awaited,Open Purchase,Enabled,Updated,Virtual Inventory
VENDORSKART MUNDKA 1 FACILITY,[Round-FogAngelEyes-White-White-Setof2] Autofy Universal Car Fog Angel Eyes with White DRL for All Car Models,VKAMLIGHT0114,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,2799.00,0,19,0,0,0,0,0,0,true,2017-03-28 03:37:30,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Square-FogLight-ThickLense] Autofy Universal 9 LED Square Flood Fog Auxiliary Light for All Bikes and Cars (Black),VKAMLIGHT0115,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1599.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:30,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Square-FogLight-ThickLense-Setof2] Autofy Universal 9 LED Square Flood Fog Auxiliary Light for All Bikes and Cars (Black  Set of 2),VKAMLIGHT0116,Set Of 2,SDL743186554,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3299.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:31,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-GreenDRL-FogLight] Autofy Universal 4 LED Spot Fog Light with Green DRL for All Bikes (Black),VKAMLIGHT0117,1 Unit,SDL060077955,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,98,0,0,0,0,0,0,true,2017-03-28 03:37:31,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-GreenDRL-FogLight-Setof2] Autofy Universal 4 LED Spot Fog Light with Green DRL for All Bikes (Black  Set of 2),VKAMLIGHT0118,Set of  2,SDL009779633,LED Company China,Black,China,Autofy,Vendorskart_Automotive,2199.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:31,0
VENDORSKART MUNDKA 1 FACILITY,[16LED-48W-Square-Black] Autofy Universal 16 LED 48W Flood Fog Auxiliary Light for All Bikes and Cars (Black),VKAMLIGHT0119,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:31,0
VENDORSKART MUNDKA 1 FACILITY,[16LED-48W-Square-Black-Setof2] Autofy Universal 16 LED 48W Flood Fog Auxiliary Light for All Bikes and Cars (Black  Set of 2),VKAMLIGHT0120,Set of 2,SDL496407976,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:31,0
VENDORSKART MUNDKA 1 FACILITY,[M4-Black] Autofy Universal M4 LED Headlight for All Bikes (with Fan),VKAMLIGHT0121,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1299.00,0,49,0,0,0,0,0,0,true,2017-03-28 03:37:32,0
VENDORSKART MUNDKA 1 FACILITY,[GrillIndicator-Plastic-WhiteLight] Autofy Universal Plastic Grill Indicator Side Turning Lights Set for All Bikes (Set of 2 Black),VKAMLIGHT0122,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,699.00,0,81,0,0,0,0,0,0,true,2017-03-28 03:37:32,0
VENDORSKART MUNDKA 1 FACILITY,[12LED-Round-Golden] Autofy Universal 12 LED Round Flood Auxiliary Fog Light with Stand for All Bikes (Golden),VKAMLIGHT0123,,,LED Company China,Golden,China,Autofy,Vendorskart_Automotive,1099.00,0,63,0,0,0,0,0,0,true,2017-03-28 03:37:32,0
VENDORSKART MUNDKA 1 FACILITY,[12LED-Round-Golden-Setof2] Autofy Universal 12 LED Round Flood Auxiliary Fog Light with Stand for All Bikes (Golden  Set of 2),VKAMLIGHT0124,Set Of 2,SDL477378057,LED Company China,Golden,China,Autofy,Vendorskart_Automotive,2199.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:32,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-Flashing-FogLight] Autofy Universal 6 LED Flood Fog Auxiliary Light for All Bikes (Black),VKAMLIGHT0125,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,999.00,0,37,0,0,0,0,0,0,true,2017-03-28 03:37:33,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-Flashing-FogLight-Setof2] Autofy Universal 6 LED Flood Fog Auxiliary Light for All Bikes (Black Set of 2),VKAMLIGHT0126,Set of 2,SDL401866976,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:33,0
VENDORSKART MUNDKA 1 FACILITY,[2LED-Oval-FogLight-Black] Autofy Universal 2 LED 20W Flood Fog Auxiliary Light for All Bikes (Black),VKAMLIGHT0127,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,76,0,0,0,0,0,0,true,2017-03-28 03:37:33,0
VENDORSKART MUNDKA 1 FACILITY,[2LED-Oval-FogLight-Black-Setof2] Autofy Universal 2 LED 20W Flood Fog Auxiliary Light for All Bikes (Black  Set of 2),VKAMLIGHT0128,Set of  2,SDL325272396,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:33,0
VENDORSKART MUNDKA 1 FACILITY,[U2-Black] Autofy Universal U2 Projector Spot Fog Auxiliary Light for All Bikes (Black),VKAMLIGHT0129,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,999.00,0,399,0,0,0,0,0,0,true,2017-03-28 03:37:33,0
VENDORSKART MUNDKA 1 FACILITY,[U2-Black-Setof2] Autofy Universal U2 Projector Spot Fog Auxiliary Light for All Bikes (Black  Set of 2),VKAMLIGHT0130,Set of 2,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:34,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-Chrome-withStand] Autofy Universal 4 LED Fog Auxiliary Light for All Bikes (Chrome),VKAMLIGHT0131,,SDL331725222,LED Company China,Chrome,China,Autofy,Vendorskart_Automotive,499.00,0,191,0,0,0,0,0,0,true,2017-03-28 03:37:34,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-Chrome-withStand-Setof2] Autofy Universal 4 LED Fog Auxiliary Light for All Bikes (Chrome Set of 2),VKAMLIGHT0132,Set of 2,SDL474987190,LED Company China,Chrome,China,Autofy,Vendorskart_Automotive,999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:34,0
VENDORSKART MUNDKA 1 FACILITY,[17cm-2DRL-White] Autofy Universal Daytime Running Light for All Bikes and Cars (White Set of 2),VKAMLIGHT0133,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,499.00,0,107,0,0,0,0,0,0,true,2017-03-28 03:37:34,0
VENDORSKART MUNDKA 1 FACILITY,[Car-DJLight] Autofy Universal Multipurpose DJ Light Ball with Holder for All Cars (Black),VKAMLIGHT0134,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1699.00,0,55,0,1,0,0,0,0,true,2017-03-28 03:37:35,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Round-Yellow] Autofy Universal Round 9 LED Flood Fog Light for All Bikes (Yellow),VKAMLIGHT0135,1,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,5,0,0,0,0,0,0,true,2017-03-28 03:37:35,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Round-Yellow-Setof2] Autofy Universal Round 9 LED Flood Fog Light for All Bikes (Yellow Set of 2),VKAMLIGHT0136,Setof 2,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,5,0,0,0,0,0,0,true,2017-03-28 03:37:35,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Round-India-White] Autofy Universal Round 9 LED Flood Fog Light for All Bikes (White),VKAMLIGHT0137,1,SDL087632118,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:35,0
VENDORSKART MUNDKA 1 FACILITY,[9LED-Round-India-White-Setof2] Autofy Universal Round 9 LED Flood Fog Light for All Bikes (White  Set of 2),VKAMLIGHT0138,Set of 2,SDL082851687,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:35,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-U2-Black] Autofy Universal 4 LED U2 Black Fog Light for All Bikes (Black),VKAMLIGHT0139,1,SDL424464682,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:36,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-U2-Black-Setof2] Autofy Universal 4 LED U2 Black Fog Light for All Bikes (Black Set of 2),VKAMLIGHT0140,Set of 2,SDL339334712,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:36,0
VENDORSKART MUNDKA 1 FACILITY,[MeshDesign-Black-XL] Autofy Universal Mesh Bike Seat Cover for All Bikes (Black),VKAMCOVER0007,1,,Autofy - India,Black,India,Autofy,Vendorskart_Automotive,399.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:36,0
VENDORSKART MUNDKA 1 FACILITY,[MeshDesign-Black-XXL] Autofy Universal Mesh Bike Seat Cover for All Bikes (Black),VKAMCOVER0008,1,,Autofy - India,Black,India,Autofy,Vendorskart_Automotive,499.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:36,0
VENDORSKART MUNDKA 1 FACILITY,[MeshDesign-Black-XXXL] Autofy Universal Mesh Bike Seat Cover for All Non-Geared Vehicles Scooties (Black),VKAMCOVER0009,1,,Autofy - India,Black,India,Autofy,Vendorskart_Automotive,599.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:36,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Moxi 6 Adjustment Clutch and Brake Lever for Pulsar All Models (Silver, Set of 2)",VKAMLEVER0003,Set of 2,,China Racing Company,Silver,China,Autofy,Vendorskart_Automotive,1999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Black&Blue, Set of 2)",VKAMLEVER0004,Set of 2,,China Racing Company,Blue and Black,China,Autofy,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Black, Set of 2)",VKAMLEVER0005,Set of 2,,China Racing Company,Black,China,Autofy,Vendorskart_Automotive,2999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Moxi 6 Adjustment Clutch and Brake Lever for Bajaj Pulsar All Models (Black&Red, Set of 2)",VKAMLEVER0006,Set of 2,,China Racing Company,Red and Black,China,Autofy,Vendorskart_Automotive,1999.00,0,4,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Triangle Double Nozzle Slip On Exhaust Muffler Silencer for All Bikes (Black),VKAMEXHAUST0017,1,,China Racing Company,Black,China,Autofy,Vendorskart_Automotive,4999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Triangle Red Glossy Finish Silencer Muffler Exhaust for All Bikes (Red),VKAMEXHAUST0018,1,,China Racing Company,Red and Black,China,Autofy,Vendorskart_Automotive,4599.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Triangle Blue Glossy Finish Silencer Muffler Exhaust for All Bikes (Blue),VKAMEXHAUST0019,1,,China Racing Company,Blue and Black,China,Autofy,Vendorskart_Automotive,4599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:37,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal Triangle Black Glossy Finish Silencer Muffler Exhaust for All Bikes (Black),VKAMEXHAUST0020,1,,China Racing Company,Black,China,Autofy,Vendorskart_Automotive,4599.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Universal U3 Fog Spot Projector Light with Red Ring for All Bikes (Black & Red),VKAMLIGHT0141,1,,China Racing,Black and Red,China,Autofy,Vendorskart_Automotive,999.00,0,100,0,0,0,0,0,0,true,2017-03-28 00:05:24,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Universal U3 Fog Spot Projector Light with Red Ring for All Bikes (Black & Red, Set of 2)",VKAMLIGHT0142,Set of 2,,China Racing,Black and Red,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 00:05:25,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Black Set of 2),VKAMLEVER0007,Set of 2,,Moxi Racing,Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Silver & Black Set of 2),VKAMLEVER0008,Set of 2,,Moxi Racing,Silver and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Silver Set of 2),VKAMLEVER0009,Set of 2,,Moxi Racing,Silver,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Red Set of 2),VKAMLEVER0010,Set of 2,,Moxi Racing,Red,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Black Set of 2),VKAMLEVER0011,Set of 2,,Moxi Racing,Black,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:38,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Silver & Black Set of 2),VKAMLEVER0012,Set of 2,,Moxi Racing,Silver and Black,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,"Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Red & Black, Set of 2)",VKAMLEVER0013,Set of 2,,Moxi Racing,Red and Black,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Blue & Black Set of 2),VKAMLEVER0014,Set of 2,,Moxi Racing,Blue and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,4,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Bajaj Pulsar All Models (Blue & Black Set of 2),VKAMLEVER0015,Set of 2,,Moxi Racing,Blue and Black,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha Fz All Models (Blue & Black Set of 2),VKAMLEVER0016,Set of 2,,Moxi Racing,Blue and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Bajaj Pulsar All Models (Red & Black Set of 2),VKAMLEVER0017,Set of 2,,Moxi Racing,Red and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Black Set of 2),VKAMLEVER0018,Set of 2,,Moxi Racing,Black,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:39,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Red & Black Set of 2),VKAMLEVER0019,Set of 2,,Moxi Racing,Red and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Silver & Black Set of 2),VKAMLEVER0020,Set of 2,,Moxi Racing,Silver and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Bajaj Pulsar All Models (Black Set of 2),VKAMLEVER0021,Set of 2,,Moxi Racing,Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Blue Set of 2),VKAMLEVER0022,Set of 2,,Moxi Racing,Blue,China,Autofy Moxi,Vendorskart_Automotive,1999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Yamaha R15 All Models (Red and Black Set of 2),VKAMLEVER0023,Set of 2,,China Racing,Red and Black,China,Autofy,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-02-14 20:45:27,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Bajaj Pulsar All Models (Silver and Black Set of 2),VKAMLEVER0024,Set of 2,,Moxi Racing,Silver and Black,China,Autofy Moxi,Vendorskart_Automotive,2999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,"[GiantMaestro1972-Black-Yellow] Autofy Unisex Giant Maestro 1972 Print Lycra Headwrap Bandana for Bikes (Black& Yellow, Freesize)",VKAMMASK0080,1,,Autofy India,Black and Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,230,0,0,0,0,0,0,true,2017-03-28 03:37:40,0
VENDORSKART MUNDKA 1 FACILITY,"[JohnDieWhiteSkull-Green-Brown] Autofy Unisex John Die Skull Print Lycra Headwrap Bandana for Bikes (Green & Brown, Freesize)",VKAMMASK0081,1,,Autofy India,Green and Brown,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[CheetahPrint-Black-SkyBlue] Autofy Unisex Cheetah Print Lycra Headwrap Bandana for Bikes (Black, Freesize)",VKAMMASK0082,1,,Autofy India,Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[RoyalDutch-GreenOnYellow] Autofy Unisex Royal Dutch Print Lycra Headwrap Bandana for Bikes (Yellow, Freesize)",VKAMMASK0083,1,,Autofy India,Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[MoonViolinSaxophone-Blue-Megenta] Autofy Unisex Musical Moon Print Lycra Headwrap Bandana for Bikes (Blue and Pink, Freesize)",VKAMMASK0084,1,,Autofy India,Blue and Pink,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[PixelatedCamouflage-Black-Cream-Grey] Autofy Unisex Camouflage Print Lycra Headwrap Bandana for All Bikes (Black and Grey, Freesize)",VKAMMASK0085,1,,Autofy India,Black and Grey,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[SkullSAShield-Black-White] Autofy Unisex Skull Print Lycra Headwrap Bandana for All Bikes (Black and White, Freesize)",VKAMMASK0086,1,,Autofy India,Black and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[TreeTrunkPointyCircumference-LightGreen-Purple] Autofy Unisex Printed Lycra Headwrap Bandana for All Bikes (Green and Purple, Freesize)",VKAMMASK0087,1,,Autofy India,Green and Purple,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:41,0
VENDORSKART MUNDKA 1 FACILITY,"[FlowerVineRainbow-Orange-Yellow-Purple] Autofy Unisex Vine Flower Print Lycra Headwrap Bandana for All Bikes (Orange and Yellow, Freesize)",VKAMMASK0088,1,,Autofy India,Orange and Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,9,0,1,0,0,0,0,true,2017-03-28 03:37:42,0
VENDORSKART MUNDKA 1 FACILITY,"[Splashes-Black-Red-Yellow] Autofy Unisex Splash Print Lycra Headwrap Bandana for All Bikes (Black, Red & Yellow,Freesize)",VKAMMASK0089,1,,Autofy India,"Black, Yellow and Red",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:42,0
VENDORSKART MUNDKA 1 FACILITY,"[ReindeerHorns-Orange-White-BlackOnGrey] Autofy Unisex Reindeer Horn Print Lycra Headwrap Bandana for All Bikes (Orange White and Grey,Freesize)",VKAMMASK0090,1,,Autofy India,"Orange, White and Grey",India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:42,0
VENDORSKART MUNDKA 1 FACILITY,"[Circles-Hearts-Red] Autofy Unisex Circle and Heart Print Lycra Headwrap Bandana for All Bikes (Red, Freesize)",VKAMMASK0091,1,,Autofy India,Red,India,Autofy,Vendorskart_Automotive,299.00,0,19,0,0,0,0,0,0,true,2017-03-28 03:37:42,0
VENDORSKART MUNDKA 1 FACILITY,"[CrazyCactus-Yellow-Black] Autofy Unisex Printed Lycra Headwrap Bandana for All Bikes (Black and Yellow, Freesize)",VKAMMASK0092,1,,Autofy India,Black and Yellow,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:36,0
VENDORSKART MUNDKA 1 FACILITY,"[PixelatedCamouflage-Black-Brown] Autofy Unisex Camouflage Print Lycra Headwrap Bandana for All Bikes (Black and Brown, Freesize)",VKAMMASK0093,1,,Autofy India,Black and Brown,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:42,0
VENDORSKART MUNDKA 1 FACILITY,"[Pixelated Camouflage-Black-Green-Brown-SkyBlue] Autofy Unisex Camouflage Print Lycra Headwrap Bandana for All Bikes (Black and Green, Freesize)",VKAMMASK0094,1,,Autofy India,Black and Green,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[RedFlamesWhiteMeltingIce-Blue] Autofy Unisex Song of Ice and Fire Lycra Headwrap Bandana for All Bikes (Blue, Pink & White, Freesize)",VKAMMASK0095,1,,Autofy India,"Blue, Pink and White",India,Autofy,Vendorskart_Automotive,299.00,0,9,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[MoonViolinSaxophone-Pink] Autofy Unisex Musical Moon Lycra Headwrap Bandana for All Bikes (Pink and Green, Freesize)",VKAMMASK0096,1,,Autofy India,Pink and Green,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[SunsetRider-Green-Red-Yellow-Orange] Autofy Unisex Sunset Rider Print Lycra Headwrap Bandana for All Bikes (Orange, Red and Green,Freesize)",VKAMMASK0097,1,,Autofy India,"Orange, Red and Green",India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[Flames-Orange-Black] Autofy Unisex Flame Print Lycra Headwrap Bandana for All Bikes (Orange and Black, Freesize)",VKAMMASK0098,1,,Autofy India,Orange and Black,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[FlowerVineRainbow-Yellow-Pink-Orange] Autofy Unisex Floral Vine Flower Lycra Headwrap Bandana for All Bikes (Yellow and Orange,Freesize)",VKAMMASK0099,1,,Autofy India,Yellow and Orange,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[HypnoticCircles-DarkPink] Autofy Unisex Circle Print Lycra Headwrap Bandana for All Bikes (Pink,Freesize)",VKAMMASK0100,1,,Autofy India,Pink,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:43,0
VENDORSKART MUNDKA 1 FACILITY,"[CartoonFishesWater-Blue] Autofy Unisex Fish Print Lycra Headwrap Bandana for All Bikes (Blue and White, Freesize)",VKAMMASK0101,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:44,0
VENDORSKART MUNDKA 1 FACILITY,"[WhiteFlowers-BuddhistInscriptions-DarkBlue] Autofy Unisex Tibet Print Lycra Headwrap Bandana for All Bikes (Blue and White,Freesize)",VKAMMASK0102,1,,Autofy India,Blue and White,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 04:17:37,0
VENDORSKART MUNDKA 1 FACILITY,"[MayaanSun-Green-Red] Autofy Unisex Maaya Sun Lycra Headwrap Bandana for All Bikes (Green and Red, Freesize)",VKAMMASK0103,1,,Autofy India,Green and Red,India,Autofy,Vendorskart_Automotive,299.00,0,20,0,0,0,0,0,0,true,2017-03-28 03:37:44,0
VENDORSKART MUNDKA 1 FACILITY,"[JigsawLizard-Multicoloured] Autofy Unisex Printed Lycra Headwrap Bandana for All Bikes (Multicolored, Freesize)",VKAMMASK0104,1,,Autofy India,Multicolored,India,Autofy,Vendorskart_Automotive,299.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:44,0
